TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity
dbo	OCORRENCIA_DANO_HISTORICO	EMAIL	varchar	200	0	0	YES	NO
dbo	OCORRENCIA_DANO_HISTORICO	CD_LOCAL_CONSERVA	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_HISTORICO	CD_GRUPO_CONSERVA	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_HISTORICO	CD_ELEMENTO_CONSERVA	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_HISTORICO	CD_SUB_ELEMENTO_CONSERVA	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_HISTORICO	CD_EQUIPE	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_HISTORICO	CD_SERVICO	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_HISTORICO	BL_CONSERVACAO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_DANO_OCORRENCIA	CD_OCORRENCIA_DANO_OCORRENCIA	int	4	10	0	NO	YES
dbo	OCORRENCIA_DANO_OCORRENCIA	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_OCORRENCIA	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_OCORRENCIA	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_DANO_OCORRENCIA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_DANO_OCORRENCIA	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	CD_OCORRENCIA_DANO_ORCAMENTO	int	4	10	0	NO	YES
dbo	OCORRENCIA_DANO_ORCAMENTO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	CD_CAU_EMPRESA	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	VALOR	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	NM_ARQUIVO	varchar	MAX	0	0	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	URL_ARQUIVO	varchar	MAX	0	0	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	BL_PRINCIPAL	bit	1	1	0	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_DANO_ORCAMENTO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	CD_OCORRENCIA_DANO_PAGAMENTO	int	4	10	0	NO	YES
dbo	OCORRENCIA_DANO_PAGAMENTO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	VALOR_ORCADO	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	DESCONTO	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	VALOR_NEGOCIADO	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	DATA_VENCIMENTO	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	VALOR_PAGO	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	DATA_PAGAMENTO	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	VALOR_RESTANTE	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	CD_RESULTADO_FINAL	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	RESUMO	varchar	8000	0	0	YES	NO
dbo	OCORRENCIA_DANO_PAGAMENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_DANO_PATRIMONIO	CD_OCORRENCIA_DANO_PATRIMONIO	int	4	10	0	NO	YES
dbo	OCORRENCIA_DANO_PATRIMONIO	CD_OCORRENCIA_DANO	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_PATRIMONIO	CD_PATRIMONIO	int	4	10	0	YES	NO
dbo	OCORRENCIA_DANO_PATRIMONIO	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_DANO_PATRIMONIO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_DANO_PATRIMONIO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	OCORRENCIA_EMPRESA	CD_OCORRENCIA_EMPRESA	int	4	10	0	NO	YES
dbo	OCORRENCIA_EMPRESA	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_EMPRESA	CD_TIPO_EMPRESA	int	4	10	0	YES	NO
dbo	OCORRENCIA_EMPRESA	RAZAO_SOCIAL	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_EMPRESA	ENDERECO	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_EMPRESA	NOME_CONTATO	varchar	50	0	0	YES	NO
dbo	OCORRENCIA_EMPRESA	TELEFONE	varchar	15	0	0	YES	NO
dbo	OCORRENCIA_EMPRESA	CD_USUARIO	int	4	10	0	YES	NO
dbo	OCORRENCIA_EMPRESA	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_EMPRESA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_INCENDIO	CD_OCORRENCIA_INCENDIO	int	4	10	0	NO	YES
dbo	OCORRENCIA_INCENDIO	KM_INICIAL	int	4	10	0	YES	NO
dbo	OCORRENCIA_INCENDIO	KM_FINAL	int	4	10	0	YES	NO
dbo	OCORRENCIA_INCENDIO	BL_FAIXA_DOMINIO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_INCENDIO	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_INCENDIO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_INCENDIO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	OCORRENCIA_INCENDIO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	OCORRENCIA_INCENDIO	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_INCENDIO	PROPORCAO	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_INCENDIO	BL_NAO_INFORMADO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_INCENDIO	CD_PROPORCAO_PARCIAL	int	4	10	0	YES	NO
dbo	OCORRENCIA_INCENDIO	BL_LINDEIRO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	CD_OCORRENCIA_INCENDIO	int	4	10	0	NO	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	KM_INICIAL	int	4	10	0	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	KM_FINAL	int	4	10	0	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	BL_FAIXA_DOMINIO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	PROPORCAO	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	BL_NAO_INFORMADO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	CD_PROPORCAO_PARCIAL	int	4	10	0	YES	NO
dbo	OCORRENCIA_INCENDIO_HISTORICO	BL_LINDEIRO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_OBJETO	CD_OCORRENCIA_OBJETO	int	4	10	0	NO	YES
dbo	OCORRENCIA_OBJETO	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_OBJETO	CD_OBJETO	int	4	10	0	YES	NO
dbo	OCORRENCIA_OBJETO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_OBJETO	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_OBJETO	OBSERVACAO	varchar	1000	0	0	YES	NO
dbo	OCORRENCIA_OBJETO	CD_PISTA	int	4	10	0	YES	NO
dbo	OCORRENCIA_OBRA	CD_OCORRENCIA_OBRA	int	4	10	0	NO	YES
dbo	OCORRENCIA_OBRA	CD_OBRA	int	4	10	0	YES	NO
dbo	OCORRENCIA_OBRA	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_OBRA	CD_USUARIO	int	4	10	0	YES	NO
dbo	OCORRENCIA_OBRA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_OBSERVACAO	CD_OCORRENCIA_OBSERVACAO	int	4	10	0	NO	YES
dbo	OCORRENCIA_OBSERVACAO	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_OBSERVACAO	OBSERVACAO	varchar	MAX	0	0	YES	NO
dbo	OCORRENCIA_OBSERVACAO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	OCORRENCIA_OBSERVACAO	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_OBSERVACAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_OBSERVACAO	DH_ATUALIZACAO	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_OBSERVACAO	BL_AJUSTE_BURACO_NA_PISTA	bit	1	1	0	YES	NO
dbo	OCORRENCIA_OBSERVACAO	BL_DINAMICA_OCORRENCIA	bit	1	1	0	YES	NO
dbo	OCORRENCIA_OBSERVACAO	CODIGO_ORIGEM_CRIACAO	varchar	200	0	0	YES	NO
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	CD_OCORRENCIA_OBRA	int	4	10	0	NO	YES
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	CD_OBRA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	DH_OBRA	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	CD_RODOVIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	KM_METRO	decimal	9	10	2	YES	NO
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	CD_STATUS_OBRA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	CD_PISTA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PLANEJAMENTO_OBRA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	CD_OCORRENCIA_DETALHE	int	4	10	0	NO	YES
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	CD_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H1	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H2	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H3	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H4	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H5	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H6	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H7	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H8	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H9	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_T1	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_T2	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_T3	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_CONTAMINACAO_DO_SOLO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_INCÊNDIO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_CHUVAS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_CONTAMINACAO_DA_AGUA	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_EXPLOSAO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_CONGESTIONAMENTO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_EMISSAO_DE_GASES_VAPORES	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_TOMBAMENTO_DE_CARGA	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_H10	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_T4	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTO_PERIGOSO_DETALHE	BL_OUTROS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_OCORRENCIA_PRODUTOS_PERIGOSOS	int	4	10	0	NO	YES
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_OCORRENCIA	int	4	10	0	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_PRODUTOS_PERIGOSOS	int	4	10	0	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_VEICULO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	PRODUTO_DETALHE	varchar	255	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	DH_FIM	datetime2	7	23	3	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_ESTADO_FISICO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_ACONDICIONAMENTO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	OBSERVACAO	varchar	1000	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	DH_ENCERRAMENTO	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	INFORMACAO_COMPLEMENTAR	varchar	500	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	TRAJETO	varchar	200	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	ORIGEM_ENTIDADE	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_MUNICIPIO_ORIGEM	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_UF_ORIGEM	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	DESTINO_ENTIDADE	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_MUNICIPIO_DESTINO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_UF_DESTINO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	SIGLA_RNTC	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_EMPRESA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_TIPO_TRANSPORTE	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_TIPO_EMBALAGEM_TRANSPORTE	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_DESCRICAO_TIPO_EVENTO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_REL_OCORRENCIA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_USUARIO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	DH_ATUALIZACAO	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	CD_OCORRENCIA_VEICULO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS	ORDEM_VEICULO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_ANEXOS	CD_OCORRENCIA_PRODUTOS_PERIGOSOS_ANEXOS	int	4	10	0	NO	YES
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_ANEXOS	CD_OCORRENCIA_PRODUTOS_PERIGOSOS	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_ANEXOS	CD_TIPO_REGISTRO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_ANEXOS	URL_ANEXO	varchar	600	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_ANEXOS	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_ANEXOS	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_ANEXOS	CD_OCORRENCIA_ANEXO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	int	4	10	0	NO	YES
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_OCORRENCIA_PRODUTOS_PERIGOSOS	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	TRAJETO	varchar	300	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	ORIGEM_ENTIDADE	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_MUNICIPIO_ORIGEM	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_UF_ORIGEM	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	DESTINO_ENTIDADE	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_MUNICIPIO_DESTINO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_UF_DESTINO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	SIGLA_RNTC	varchar	20	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_EMPRESA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_TIPO_EMPRESA	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_TIPO_VEICULO_1	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_MARCA_1	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_MODELO_1	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_UF_1	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_MUNICIPIO_1	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_TIPO_VEICULO_2	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_MARCA_2	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_MODELO_2	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_UF_2	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_MUNICIPIO_2	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_IPVA	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_CERTIFICADO_PROPRIEDADE	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_CERTIFICADO_INMETRO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_FICHA_EMERGENCIA_PRODUTO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_ENVELOPE_TRANSPORTE_PRODUTO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_NOTA_FISCAL_PRODUTO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_SIMBOLO_RISCO_PAINEL_SEGURANCA_PRODUTO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_CAPACETE_RESISTENTE	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_CAPACETE_PROTECAO_FACIAL	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_OCULOS_SEGURANCA	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_OCULOS_PRODUTO_QUIMICO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_RESPIRADOR_PO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_RESPIRADOR_POEIRA	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_LUVA_RESISTENTE	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_LUVA_RASPA_CANO_CURTO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_MASCARA_PANORAMICA_VO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_MASCARA_PANORAMICA_NH3	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_MASCARA_PANORAMICA_CO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_MASCARA_PANORAMICA_SO2	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_STATUS	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	PLACA_1	varchar	10	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	PLACA_2	varchar	10	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CERTIFICADO_MOPPE	varchar	30	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_ACOMP_CETESB	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	BL_VAZAMENTO	bit	1	1	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	CD_TIPO_MEIOS_ATINGIDOS	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	INSTITUICAO_RESP_INFO	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	NOME_RESP_INFO	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	TELEFONE_RESP_INFO	varchar	100	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_COMPLEMENTO	NOME_EMPRESA	varchar	150	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	CD_OCORRENCIA_PRODUTOS_PERIGOSOS	int	4	10	0	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	CD_OCORRENCIA	int	4	10	0	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	CD_PRODUTOS_PERIGOSOS	int	4	10	0	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	CD_VEICULO	int	4	10	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	PRODUTO_DETALHE	varchar	255	0	0	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	OCORRENCIA_PRODUTOS_PERIGOSOS_HISTORICO	CD_ESTADO_FISICO	int	4	10	0	YES	NO
