TableSchema	TableName	ColumnName	Type	Length	Prec	Scale	Nullable	IsIdentity
dbo	ANALISE_ACIDENTE_DELIBERACAO	CD_ANALISE_ACIDENTE_DELIBERACAO	int	4	10	0	NO	YES
dbo	ANALISE_ACIDENTE_DELIBERACAO	CD_ANALISE_ACIDENTE	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	CD_TIPO_ACAO_ANALISE_ACIDENTE_DELIBERACAO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	CD_AREA_RESPONSAVEL_ACIDENTES	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	DESCRICAO	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	PRAZO	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	CD_STATUS_ANALISE_ACIDENTE_DELIBERACAO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	PARECER_AREA_RESPONSAVEL	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	CD_USUARIO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	DH_INICIO	datetime2	8	27	7	NO	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO	DH_FIM	datetime2	8	27	7	NO	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	CD_ANALISE_ACIDENTE_DELIBERACAO_ANEXO	int	4	10	0	NO	YES
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	CD_ANALISE_ACIDENTE_DELIBERACAO	int	4	10	0	NO	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	CD_USUARIO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	PATH_ANEXO	varchar	100	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	URL_ANEXO	varchar	100	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	NOME_ANEXO	varchar	50	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	TAMANHO	varchar	50	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	NOME	varchar	100	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	BL_IMAGEM	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	BL_VIDEO	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_ANEXO	BL_INAPROPRIADO	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	CD_ANALISE_ACIDENTE_DELIBERACAO	int	4	10	0	NO	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	CD_ANALISE_ACIDENTE	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	CD_TIPO_ACAO_ANALISE_ACIDENTE_DELIBERACAO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	CD_AREA_RESPONSAVEL_ACIDENTES	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	DESCRICAO	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	PRAZO	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	CD_STATUS_ANALISE_ACIDENTE_DELIBERACAO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	PARECER_AREA_RESPONSAVEL	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	CD_USUARIO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	DH_INICIO	datetime2	8	27	7	NO	NO
dbo	ANALISE_ACIDENTE_DELIBERACAO_HISTORICO	DH_FIM	datetime2	8	27	7	NO	NO
dbo	ANALISE_ACIDENTE_HISTORICO	CD_ANALISE_ACIDENTE	int	4	10	0	NO	NO
dbo	ANALISE_ACIDENTE_HISTORICO	CD_OCORRENCIA_ACIDENTE	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	PARECER_ANALITICO_GERENCIA	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	ACAO_CONSCIENTIZACAO_APLICAVEL	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	ACAO_ENGENHARIA_APLICAVEL	varchar	MAX	0	0	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	BL_NECESSIDADE_PERICIA	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	DH_ENCERRAMENTO	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	CD_USUARIO	int	4	10	0	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ANALISE_ACIDENTE_HISTORICO	DH_INICIO	datetime2	8	27	7	NO	NO
dbo	ANALISE_ACIDENTE_HISTORICO	DH_FIM	datetime2	8	27	7	NO	NO
dbo	ANIMAL	CD_ANIMAL	int	4	10	0	NO	YES
dbo	ANIMAL	NOME	varchar	100	0	0	YES	NO
dbo	ANIMAL	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANIMAL	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	ANIMAL	DH_FIM	datetime2	7	23	3	NO	NO
dbo	ANIMAL	CD_GENERO_ANIMAL	int	4	10	0	YES	NO
dbo	ANIMAL	CD_ESPECIE_ANIMAL	int	4	10	0	YES	NO
dbo	ANIMAL	CD_PORTE_ANIMAL	int	4	10	0	YES	NO
dbo	ANIMAL	NOME_CIENTIFICO	varchar	100	0	0	YES	NO
dbo	ANIMAL	GRUPO_ANIMAL	varchar	100	0	0	YES	NO
dbo	ANIMAL_ANEXO	CD_ANIMAL_ANEXO	int	4	10	0	NO	YES
dbo	ANIMAL_ANEXO	CD_OCORRENCIA_ANIMAL	int	4	10	0	NO	NO
dbo	ANIMAL_ANEXO	NOME	varchar	255	0	0	YES	NO
dbo	ANIMAL_ANEXO	CAMINHO	varchar	255	0	0	YES	NO
dbo	ANIMAL_ANEXO	URL_ANEXO	varchar	255	0	0	YES	NO
dbo	ANIMAL_ANEXO	TAMANHO_KB	decimal	9	19	3	YES	NO
dbo	ANIMAL_ANEXO	CD_USUARIO	int	4	10	0	YES	NO
dbo	ANIMAL_ANEXO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANIMAL_ANEXO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ANO	CD_ANO	int	4	10	0	NO	YES
dbo	ANO	ANO	int	4	10	0	YES	NO
dbo	ANO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ANO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES	CD_AREA_RESPONSAVEL_ACIDENTES	int	4	10	0	NO	YES
dbo	AREA_RESPONSAVEL_ACIDENTES	NOME	varchar	100	0	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES	CD_STATUS	int	4	10	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES	EMAIL	varchar	500	0	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO	CD_AREA_RESPONSAVEL_ACIDENTES_USUARIO	int	4	10	0	NO	YES
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO	CD_USUARIO	int	4	10	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO	CD_AREA_RESPONSAVEL_ACIDENTES	int	4	10	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO	CD_USUARIO_CRIACAO	int	4	10	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO	DH_INICIO	datetime2	8	27	7	NO	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO	DH_FIM	datetime2	8	27	7	NO	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO_HISTORICO	CD_AREA_RESPONSAVEL_ACIDENTES_USUARIO	int	4	10	0	NO	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO_HISTORICO	CD_USUARIO	int	4	10	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO_HISTORICO	CD_AREA_RESPONSAVEL_ACIDENTES	int	4	10	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO_HISTORICO	CD_USUARIO_CRIACAO	int	4	10	0	YES	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO_HISTORICO	DH_INICIO	datetime2	8	27	7	NO	NO
dbo	AREA_RESPONSAVEL_ACIDENTES_USUARIO_HISTORICO	DH_FIM	datetime2	8	27	7	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Linha	varchar	1	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Num. Ocorrência	varchar	6	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Data da Ocorrência	varchar	10	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Hora Ocorrência	varchar	5	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Hora Acidente	varchar	5	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Tipo de Ocorrência	varchar	32	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Num BOPMR	varchar	18	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Código Tipo Acidente	varchar	3	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Tipo de Acidente	varchar	31	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Forma Abertura	varchar	19	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Rodovia	varchar	11	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	KM/MT	varchar	7	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Sentido	varchar	1	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Local	varchar	18	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Veículos	varchar	101	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Total de Veículos	varchar	1	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Ilesos	varchar	1	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Leves	varchar	1	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Moderados	varchar	1	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Graves	varchar	1	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Fatais	varchar	1	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Latitude	varchar	12	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Longitude	varchar	12	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	Observação	varchar	5204	0	0	NO	NO
dbo	ARTESP_ROAC022_PROCESSADO_202207	DH_OCORRENCIA	datetime	8	23	3	YES	NO
dbo	ATIVIDADE	CD_ATIVIDADE	int	4	10	0	NO	YES
dbo	ATIVIDADE	NOME	varchar	50	0	0	NO	NO
dbo	ATIVIDADE	SIGLA	varchar	50	0	0	NO	NO
dbo	ATIVIDADE	ORDEM_EXIBICAO	int	4	10	0	YES	NO
dbo	ATIVIDADE	BT_PERMITE_INSPECAO	bit	1	1	0	YES	NO
dbo	ATIVIDADE	CD_USUARIO	int	4	10	0	NO	NO
dbo	ATIVIDADE	CD_STATUS	bit	1	1	0	YES	NO
dbo	ATIVIDADE	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ATIVIDADE	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	ATIVIDADE	DH_FIM	datetime2	7	23	3	NO	NO
dbo	ATIVIDADE_BKP_15092023	CD_ATIVIDADE	int	4	10	0	NO	YES
dbo	ATIVIDADE_BKP_15092023	NOME	varchar	50	0	0	NO	NO
dbo	ATIVIDADE_BKP_15092023	SIGLA	varchar	50	0	0	NO	NO
dbo	ATIVIDADE_BKP_15092023	ORDEM_EXIBICAO	int	4	10	0	YES	NO
dbo	ATIVIDADE_BKP_15092023	BT_PERMITE_INSPECAO	bit	1	1	0	YES	NO
dbo	ATIVIDADE_BKP_15092023	CD_USUARIO	int	4	10	0	NO	NO
dbo	ATIVIDADE_BKP_15092023	CD_STATUS	bit	1	1	0	YES	NO
dbo	ATIVIDADE_BKP_15092023	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ATIVIDADE_BKP_15092023	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	ATIVIDADE_BKP_15092023	DH_FIM	datetime2	7	23	3	NO	NO
dbo	ATIVIDADE_HISTORICO	CD_ATIVIDADE	int	4	10	0	NO	NO
dbo	ATIVIDADE_HISTORICO	NOME	varchar	50	0	0	NO	NO
dbo	ATIVIDADE_HISTORICO	SIGLA	varchar	50	0	0	NO	NO
dbo	ATIVIDADE_HISTORICO	ORDEM_EXIBICAO	int	4	10	0	YES	NO
dbo	ATIVIDADE_HISTORICO	BT_PERMITE_INSPECAO	bit	1	1	0	YES	NO
dbo	ATIVIDADE_HISTORICO	CD_USUARIO	int	4	10	0	NO	NO
dbo	ATIVIDADE_HISTORICO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ATIVIDADE_HISTORICO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ATIVIDADE_HISTORICO	DH_INICIO	datetime2	7	23	3	NO	NO
dbo	ATIVIDADE_HISTORICO	DH_FIM	datetime2	7	23	3	NO	NO
dbo	ATIVIDADE_OBRA	CD_TIPO_OBRA	int	4	10	0	NO	YES
dbo	ATIVIDADE_OBRA	ATIVIDADE	varchar	100	0	0	YES	NO
dbo	ATIVIDADE_OBRA	CD_STATUS	bit	1	1	0	YES	NO
dbo	ATIVIDADE_OBRA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ATIVIDADE_OBRA	CODIGO	int	4	10	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO	CD_ATIVIDADE_TIPO_RECURSO	int	4	10	0	NO	YES
dbo	ATIVIDADE_TIPO_RECURSO	PREFIXO	varchar	100	0	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO	CD_TIPO_RECURSO	int	4	10	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_ATIVIDADE_TIPO_RECURSO	int	4	10	0	NO	YES
dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	PREFIXO	varchar	100	0	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_TIPO_RECURSO	int	4	10	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	CD_STATUS	bit	1	1	0	YES	NO
dbo	ATIVIDADE_TIPO_RECURSO_BKP_15092023	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ATIVO	CD_ATIVO	int	4	10	0	NO	YES
dbo	ATIVO	CD_TIPO_ATIVO	int	4	10	0	YES	NO
dbo	ATIVO	CD_SUBTIPO_ATIVO	int	4	10	0	YES	NO
dbo	ATIVO	CD_STATUS_ATIVO	int	4	10	0	YES	NO
dbo	ATIVO	BL_CONTRATO	bit	1	1	0	YES	NO
dbo	ATIVO	BL_ATUALIZADO_SERVICO	bit	1	1	0	YES	NO
dbo	ATIVO	RA	varchar	200	0	0	YES	NO
dbo	ATIVO	NOME	varchar	50	0	0	YES	NO
dbo	ATIVO	ALIAS	varchar	100	0	0	YES	NO
dbo	ATIVO	LATITUDE	decimal	9	18	14	YES	NO
dbo	ATIVO	LONGITUDE	decimal	9	18	14	YES	NO
dbo	ATIVO	KM	varchar	7000	0	0	YES	NO
dbo	ATIVO	METROS	int	4	10	0	YES	NO
dbo	ATIVO	SENTIDO	varchar	50	0	0	YES	NO
dbo	ATIVO	RODOVIA	varchar	50	0	0	YES	NO
dbo	ATIVO	MUNICIPIO	varchar	100	0	0	YES	NO
dbo	ATIVO	OBS_LOCALIZACAO	varchar	500	0	0	YES	NO
dbo	ATIVO	IP	varchar	50	0	0	YES	NO
dbo	ATIVO	DH_ULTIMO_DADO	datetime	8	23	3	YES	NO
dbo	ATIVO	DH_ULTIMA_ATUALIZACAO	datetime	8	23	3	YES	NO
dbo	ATIVO	DH_PROBLEMA_INICIO	datetime	8	23	3	YES	NO
dbo	ATIVO	DH_PROBLEMA_FIM	datetime	8	23	3	YES	NO
dbo	ATIVO	ERRO	varchar	300	0	0	YES	NO
dbo	ATIVO	DH_ULTIMO_ERRO	datetime	8	23	3	YES	NO
dbo	ATIVO	DH_ULTIMO_FUNCIONAMENTO	datetime	8	23	3	YES	NO
dbo	ATIVO	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ATIVO	DH_ALTERACAO	datetime	8	23	3	YES	NO
dbo	ATIVO	CD_STATUS	bit	1	1	0	YES	NO
dbo	ATIVO	CD_USUARIO_MANIPULADOR	int	4	10	0	YES	NO
dbo	ATIVO	CD_SERVIDOR	int	4	10	0	YES	NO
dbo	ATIVO	CODIGO_ATIVO	varchar	50	0	0	YES	NO
dbo	ATIVO	DH_REPORTADO_INATIVO	datetime	8	23	3	YES	NO
dbo	ATIVO	TELEMETRIA_ORIGINAL	varchar	8000	0	0	YES	NO
dbo	ATIVO	TELEMETRIA_CONVERTIDA	varchar	8000	0	0	YES	NO
dbo	ATIVO	TELEMETRIA_CONVERTIDA_MASCARA	varchar	8000	0	0	YES	NO
dbo	ATIVO	COD_ATIVO_SINOTICO	varchar	20	0	0	YES	NO
dbo	ATIVO	PROPRIEDADE	varchar	4000	0	0	YES	NO
dbo	ATIVO	CD_CONCESSAO	int	4	10	0	YES	NO
dbo	ATIVO	DH_INICIO	datetime2	8	27	7	NO	NO
dbo	ATIVO	DH_FIM	datetime2	8	27	7	NO	NO
dbo	ATIVO_COMPONENTE	CD_ATIVO_COMPONENTE	int	4	10	0	NO	YES
dbo	ATIVO_COMPONENTE	COD_ATIVO_SINOTICO	varchar	20	0	0	NO	NO
dbo	ATIVO_COMPONENTE	CD_COMPONENTE	int	4	10	0	NO	NO
dbo	ATIVO_COMPONENTE	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	ATIVO_COMPONENTE	DH_ALTERACAO	datetime	8	23	3	YES	NO
dbo	ATIVO_COMPONENTE	CD_STATUS	bit	1	1	0	YES	NO
dbo	BASE	DIA	int	4	10	0	YES	NO
dbo	BASE	ANO	int	4	10	0	YES	NO
dbo	BASE	CD_MES	int	4	10	0	YES	NO
dbo	BASE	MES_NOME	varchar	20	0	0	YES	NO
dbo	BASE	 TIPO_OCORRENCIA	varchar	153	0	0	YES	NO
dbo	BASE	CD_OCORRENCIA_VITIMA	int	4	10	0	YES	NO
dbo	BASE	CD_OCORRENCIA_RECURSO	int	4	10	0	YES	NO
dbo	BASE	CD_OCORRENCIA_PRODUTOS_PERIGOSOS	int	4	10	0	YES	NO
dbo	BASE	CD_OCORRENCIA_INCENDIO	int	4	10	0	YES	NO
dbo	BASE	CD_OCORRENCIA_CONGESTIONAMENTO	int	4	10	0	YES	NO
dbo	BASE	CD_OCORRENCIA_VEICULO	int	4	10	0	YES	NO
dbo	BASE	CD_OCORRENCIA_DADOS	int	4	10	0	YES	NO
dbo	BASE	CD_OCORRENCIA_ANIMAL	int	4	10	0	YES	NO
dbo	BASE	CD_OCORRENCIA_OBJETO	int	4	10	0	YES	NO
dbo	BASE_OPERACIONAL	CD_BASE_OPERACIONAL	int	4	10	0	NO	YES
dbo	BASE_OPERACIONAL	NOME	varchar	200	0	0	YES	NO
dbo	BASE_OPERACIONAL	CD_RODOVIA	int	4	10	0	YES	NO
dbo	BASE_OPERACIONAL	KM	decimal	9	10	2	YES	NO
dbo	BASE_OPERACIONAL	METRO	decimal	9	10	2	YES	NO
dbo	BASE_OPERACIONAL	CD_SENTIDO	int	4	10	0	YES	NO
dbo	BASE_OPERACIONAL	CD_STATUS	bit	1	1	0	YES	NO
dbo	BASE_OPERACIONAL	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	BASE_OPERACIONAL	KM_INFLUENCIA_INICIAL	int	4	10	0	YES	NO
dbo	BASE_OPERACIONAL	KM_INFLUENCIA_FIM	int	4	10	0	YES	NO
dbo	BASE_OPERACIONAL	LATITUDE	decimal	9	18	14	YES	NO
dbo	BASE_OPERACIONAL	LONGITUDE	decimal	9	18	14	YES	NO
dbo	BASE_OPERACIONAL	ICONE	varchar	1000	0	0	YES	NO
dbo	BASE_OPERACIONAL	CD_REDE	int	4	10	0	YES	NO
dbo	BATALHAO_POLICIA	CD_BATALHAO	int	4	10	0	NO	YES
dbo	BATALHAO_POLICIA	BATALHAO	varchar	100	0	0	YES	NO
dbo	BATALHAO_POLICIA	CIA	varchar	100	0	0	YES	NO
dbo	BATALHAO_POLICIA	RODOVIA	varchar	100	0	0	YES	NO
dbo	BATALHAO_POLICIA	KM_INICIO	decimal	5	7	3	YES	NO
dbo	BATALHAO_POLICIA	KM_FIM	decimal	5	7	3	YES	NO
dbo	BATALHAO_POLICIA	CD_STATUS	bit	1	1	0	YES	NO
dbo	BATALHAO_POLICIA	DH_TIMESTAMP	datetime	8	23	3	YES	NO
dbo	BOLETIM_CLIMA	CD_CLIMA	int	4	10	0	NO	YES
dbo	BOLETIM_CLIMA	NOME	varchar	200	0	0	NO	NO
dbo	BOLETIM_CLIMA	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
dbo	BOLETIM_CLIMA	CD_USUARIO_ALTERACAO	int	4	10	0	YES	NO
dbo	BOLETIM_CLIMA	DATA_CRIACAO	datetime	8	23	3	NO	NO
dbo	BOLETIM_CLIMA	CD_STATUS	bit	1	1	0	NO	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_BOLETIM_CONFIGURACAO_ALERTA	int	4	10	0	NO	YES
dbo	BOLETIM_CONFIGURACAO_ALERTA	NOME	varchar	200	0	0	NO	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	HORA_INICIO	datetime	8	23	3	YES	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	HORA_FIM	datetime	8	23	3	YES	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	MINUTO_ALERTA	int	4	10	0	YES	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	DATA_ULTIMO_ENVIO	datetime	8	23	3	YES	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_USUARIO_ALTERACAO	int	4	10	0	YES	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	DATA_CRIACAO	datetime	8	23	3	NO	NO
dbo	BOLETIM_CONFIGURACAO_ALERTA	CD_STATUS	bit	1	1	0	NO	NO
dbo	BOLETIM_DESTINATARIO	CD_BOLETIM_DESTINATARIO	int	4	10	0	NO	YES
dbo	BOLETIM_DESTINATARIO	DESTINATARIO	varchar	200	0	0	NO	NO
dbo	BOLETIM_DESTINATARIO	EMAIL	varchar	200	0	0	NO	NO
dbo	BOLETIM_DESTINATARIO	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
dbo	BOLETIM_DESTINATARIO	CD_USUARIO_ALTERACAO	int	4	10	0	YES	NO
dbo	BOLETIM_DESTINATARIO	DATA_CRIACAO	datetime	8	23	3	NO	NO
dbo	BOLETIM_DESTINATARIO	CD_STATUS	bit	1	1	0	NO	NO
dbo	BOLETIM_TRANSITO	CD_BOLETIM_TRANSITO	int	4	10	0	NO	YES
dbo	BOLETIM_TRANSITO	CD_CONCESSAO	int	4	10	0	NO	NO
dbo	BOLETIM_TRANSITO	DATA_INICIO	datetime	8	23	3	NO	NO
dbo	BOLETIM_TRANSITO	DATA_ALTERACAO	datetime	8	23	3	YES	NO
dbo	BOLETIM_TRANSITO	CD_LOTE	int	4	10	0	NO	NO
dbo	BOLETIM_TRANSITO	CD_USUARIO_CRIACAO	int	4	10	0	NO	NO
dbo	BOLETIM_TRANSITO	DATA_CRIACAO	datetime	8	23	3	NO	NO
dbo	BOLETIM_TRANSITO	CD_STATUS	bit	1	1	0	NO	NO
dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_BOLETIM_TRANSITO_DESTINATARIO	int	4	10	0	NO	YES
dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_BOLETIM_TRANSITO	int	4	10	0	YES	NO
dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_BOLETIM_DESTINATARIO	int	4	10	0	YES	NO
dbo	BOLETIM_TRANSITO_DESTINATARIO	DATA_CRIACAO	datetime	8	23	3	NO	NO
dbo	BOLETIM_TRANSITO_DESTINATARIO	CD_STATUS	bit	1	1	0	NO	NO
dbo	BOLETIM_TRANSITO_IMAGEM	CD_BOLETIM_TRANSITO_IMAGEM	int	4	10	0	NO	YES
dbo	BOLETIM_TRANSITO_IMAGEM	CD_BOLETIM_TRANSITO	int	4	10	0	YES	NO
dbo	BOLETIM_TRANSITO_IMAGEM	NOME	varchar	250	0	0	YES	NO
dbo	BOLETIM_TRANSITO_IMAGEM	CAMINHO	varchar	250	0	0	YES	NO
dbo	BOLETIM_TRANSITO_IMAGEM	TAMANHO_KB	decimal	9	19	3	YES	NO
